294,niivõrd,D,D,D
295,järele,D,D,D
296,",",Z,Z,Z
297,et,J,J,J
298,mees,S,S,S
299,sai,V,V,V
300,sellest,P,P,P
301,külg,S,S,S
302,ees,K,K,K
303,hädavaevalt,S,S,V
304,läbi,D,D,D
305,pugeda,S,S,V
306,.,Z,Z,Z
307,mitte,D,D,D
308,see,P,P,P
309,uks,S,S,S
310,",",Z,Z,Z
311,millest,P,P,P
312,neid,P,P,P
313,oli,V,V,V
314,sisse,D,D,D
315,aetud,V,V,V
316,",",Z,Z,Z
317,vaid,J,J,J
318,vastanduks,S,S,S
319,.,Z,Z,Z
320,kas,D,D,D
321,oli,V,V,V
322,see,P,P,P
323,lohakalt,D,D,D
324,riivitud,A,A,A
325,või,J,J,J
326,meelega,S,S,S
327,korralikult,D,D,D
328,kinnitamata,V,A,V
329,jäetud,V,V,V
330,",",Z,Z,Z
331,seda,P,P,P
332,poleks,V,V,V
333,ta,P,P,P
334,praegugi,D,D,D
335,osanud,V,V,V
336,öelda,V,V,V
337,.,Z,Z,Z
338,sergei,S,S,S
339,georgijevitš,S,S,K
340,",",Z,Z,Z
341,kelle,P,P,P
342,puu,S,S,S
343,najal,K,K,K
344,kummaliselt,D,D,D
345,otseti,S,S,D
346,seisev,A,A,A
347,kangestunud,V,V,S
348,keha,S,S,S
349,talle,P,P,P
350,sageli,D,D,D
351,silmade,S,S,S
352,ette,D,D,D
353,kerkis,V,V,V
354,",",Z,Z,Z
355,ka,D,D,D
356,nüüd,D,D,D
357,",",Z,Z,Z
358,ka,D,D,D
359,siinsamas,D,D,D
360,vanglas,S,S,S
361,",",Z,Z,Z
362,kus,D,D,D
363,ta,P,P,P
364,ise,P,P,P
365,surma,S,S,S
366,ootas,V,V,V
367,",",Z,Z,Z
368,oli,V,V,V
369,tuliselt,D,D,D
370,väitnud,V,V,V
371,",",Z,Z,Z
372,et,J,J,J
373,tegemist,S,S,S
374,on,V,V,V
375,okupantide,S,S,D
376,vastu,K,K,D
377,sihitud,V,V,V
378,sabotaažiga,S,S,S
379,.,Z,Z,Z
380,õnnetu,A,A,A
381,nägi,V,V,V
382,",",Z,Z,Z
383,tahtis,V,V,V
384,kõikjal,D,D,D
385,näha,V,V,V
386,sabotaažiakte,S,S,S
387,",",Z,Z,Z
388,ta,P,P,P
389,toitis,V,V,V
390,nii,D,D,D
391,oma,P,P,P
392,optimismi,S,S,S
393,.,Z,Z,Z
394,nad,P,P,P
395,hüppasid,V,V,V
396,kahekesi,D,D,D
397,",",Z,Z,Z
398,teised,P,P,P
399,kas,D,D,D
400,olid,V,V,V
401,ootamatult,D,D,D
402,avanenud,V,V,V
403,põgenemisvõimalusest,S,S,D
404,hämmastunud,A,A,A
405,või,J,J,J
406,kartsid,V,V,V
407,hüpata,V,V,V
408,",",Z,Z,Z
409,rongi,S,S,S
410,kiirus,S,S,S
411,oli,V,V,V
412,suur,A,A,A
413,",",Z,Z,Z
414,ukseava,S,S,S
415,kitsuke,S,S,K
416,",",Z,Z,Z
417,või,J,J,J
418,olid,V,V,V
419,nad,P,P,P
420,näljast,S,S,S
421,",",Z,Z,Z
422,külmast,S,S,S
423,ja,J,J,J
424,läbielatud,A,A,A
425,vintsutustest,S,S,S
426,kaotanud,A,V,V
427,teotahte,S,S,Z
428,ja,J,J,J
429,tulevikulootuse,S,S,S
430,.,Z,Z,Z
431,punastes,S,S,J
432,kasarmutes,S,S,P
433,ei,V,V,V
434,pidanud,V,V,V
435,inimesed,S,S,S
436,kaua,D,D,D
437,vastu,D,D,D
438,",",Z,Z,Z
439,nad,P,P,P
440,sulasid,V,V,V
441,kokku,D,D,D
442,nagu,J,J,J
443,kevadine,A,A,A
444,lumi,S,S,S
445,trellitatud,S,S,A
446,akende,S,S,S
447,taga,K,K,K
448,.,Z,Z,Z
449,sergei,S,S,S
450,oli,V,V,V
451,hüpates,S,S,D
452,reieluu,S,S,D
453,murdnud,V,V,V
454,ja,J,J,J
455,poos,S,S,P
456,end,P,P,P
457,öösi,S,S,A
458,kuuse,S,S,S
459,külge,K,K,K
460,.,Z,Z,Z
461,see,P,P,P
462,oli,V,V,V
463,talle,P,P,P
464,",",Z,Z,Z
465,feodorile,S,S,N
466,",",Z,Z,Z
467,rängalt,D,D,D
468,mõjunud,V,V,V
469,",",Z,Z,Z
470,masendus,S,S,S
471,oli,V,V,V
472,teda,P,P,P
473,üleni,D,D,D
474,enda,P,P,P
475,alla,D,K,K
476,matnud,S,S,N
477,.,Z,Z,Z
478,pärast,K,K,K
479,rongist,S,S,Z
480,põgenemist,S,S,P
481,oli,V,V,V
482,ta,P,P,P
483,sapööri,S,S,V
484,mitu,P,P,P
485,tundi,S,S,S
486,talutanud,S,S,K
487,",",Z,Z,Z
488,nad,P,P,P
489,olid,V,V,V
490,püüdnud,V,V,V
491,raudteest,S,S,D
492,võimalikult,D,D,D
493,kaugele,D,D,D
494,jõuda,V,V,V
495,.,Z,Z,Z
496,valu,S,S,S
497,pärast,K,K,K
498,huuli,S,S,S
499,puredes,S,S,Z
500,ja,J,J,J
501,temale,P,P,P
502,toetudes,V,V,V
503,oli,V,V,V
504,sergei,S,S,S
505,algul,K,D,D
506,oma,P,P,P
507,tervel,A,A,A
508,jalal,S,S,S
509,vapralt,D,D,D
510,hüpanud,S,S,V
511,",",Z,Z,Z
512,hiljem,D,D,D
513,aga,J,J,J
514,väsinud,A,A,A
515,",",Z,Z,Z
516,ent,J,J,J
517,teda,P,P,P
518,tagant,D,D,K
519,kihutanud,A,A,A
520,",",Z,Z,Z
521,muudkui,D,D,D
522,lähme,V,V,V
523,ja,J,J,J
524,lähme,V,V,V
525,.,Z,Z,Z
526,viimaks,D,D,D
527,olid,V,V,V
528,nad,P,P,P
529,pugenud,V,V,A
530,heinakuhja,S,S,S
531,",",Z,Z,Z
532,et,J,J,J
533,sooja,A,A,S
534,saada,V,V,V
535,",",Z,Z,Z
536,ööd,S,S,S
537,olid,V,V,V
538,alles,D,D,D
539,külmad,A,A,A
540,.,Z,Z,Z
541,heinakuhjas,S,S,N
542,",",Z,Z,Z
543,tihedasti,D,D,D
544,teineteise,P,P,P
545,kõrval,K,K,K
546,lamades,V,V,V
547,oli,V,V,V
548,neil,P,P,P
549,tõepoolest,D,D,D
550,soojem,A,A,A
551,hakanud,V,V,V
552,.,Z,Z,Z
553,sergei,S,S,S
554,oli,V,V,V
555,kõnelnud,V,V,V
556,",",Z,Z,Z
557,et,J,J,J
558,ka,D,D,D
559,teised,P,P,P
560,hüppasid,V,V,V
561,",",Z,Z,Z
562,pisut,D,D,D
563,hiljem,D,D,D
564,küll,D,D,D
565,",",Z,Z,Z
566,ent,J,J,J
567,hüppasid,V,V,V
568,",",Z,Z,Z
569,ta,P,P,P
570,olevat,V,V,V
571,näinud,V,V,V
572,",",Z,Z,Z
573,oma,P,P,P
574,silmadega,S,S,S
575,näinud,V,V,V
576,",",Z,Z,Z
577,enne,D,D,D
578,kui,J,J,J
579,rong,S,S,S
580,käänaku,S,S,S
581,taha,K,K,K
582,kadus,V,V,V
583,.,Z,Z,Z
584,tema,P,P,P
585,",",Z,Z,Z
586,feodor,S,S,N
587,",",Z,Z,Z
588,polnud,V,V,V
589,märganud,V,V,V
590,",",Z,Z,Z
591,millal,D,D,D
592,sergei,S,S,S
593,ta,P,P,P
594,kõrvalt,D,D,D
595,ära,D,D,D
596,kadus,V,V,V
597,.,Z,Z,Z
598,talle,P,P,P
599,oli,V,V,V
600,kõige,D,D,D
601,rohkem,D,D,D
602,mõjunud,V,V,V
603,see,P,P,P
604,",",Z,Z,Z
605,et,J,J,J
606,sergei,S,S,S
607,pooleldi,D,D,D
608,seisis,V,V,V
609,",",Z,Z,Z
610,pooleldi,D,D,D
611,rippus,V,V,V
612,silmuses,S,S,D
613,alasti,D,D,D
614,.,Z,Z,Z
615,silmuse,S,S,P
616,oli,V,V,V
617,sergei,S,S,S
618,keeranud,V,V,V
619,oma,P,P,P
620,aluspükstest,S,S,S
621,ja,J,J,J
622,särgist,S,S,S
623,",",Z,Z,Z
624,triibulised,S,S,J
625,vangiriided,S,S,P
626,heitnud,A,V,V
627,aga,J,J,J
628,eemale,D,D,D
629,.,Z,Z,Z
630,ju,D,D,D
631,ta,P,P,P
632,oli,V,V,V
633,tahtnud,V,V,V
634,surra,V,V,V
635,vaba,A,A,A
636,inimesena,S,S,S
637,.,Z,Z,Z
638,feodor,S,S,P
639,oli,V,V,V
640,sergei,S,S,S
641,silmusest,S,S,K
642,vabastanud,V,V,V
643,ja,J,J,J
644,kuuseokste,S,S,P
645,alla,K,K,K
646,matnud,S,S,N
647,",",Z,Z,Z
648,hauda,S,S,S
649,ei,V,V,V
650,suutnud,V,V,V
651,ta,P,P,P
652,kaevata,V,V,V
653,",",Z,Z,Z
654,maa,S,S,S
655,oli,V,V,V
656,alles,D,D,D
657,tugevasti,D,D,D
658,külmunud,A,A,A
659,.,Z,Z,Z
660,seejuures,D,D,D
661,oli,V,V,V
662,ta,P,P,P
663,nutnud,V,V,V
664,",",Z,Z,Z
665,ise,P,P,P
666,seda,P,P,P
667,õieti,D,D,D
668,märkamata,V,V,V
669,",",Z,Z,Z
670,nutnud,V,V,V
671,ja,J,J,J
672,tundnud,V,V,V
673,hingematvat,A,A,A
674,masendust,S,S,S
675,.,Z,Z,Z
676,tal,P,P,P
677,oli,V,V,V
678,tekkinud,V,V,A
679,tahtmine,S,S,S
680,teha,V,V,V
681,sedasama,P,P,P
682,",",Z,Z,Z
683,mida,P,P,P
684,sergei,S,S,S
685,oli,V,V,V
686,teinud,V,V,V
687,",",Z,Z,Z
688,oli,V,V,V
689,aga,J,J,J
690,endast,P,P,P
691,võitu,S,S,S
692,saanud,V,V,V
693,.,Z,Z,Z
694,samas,D,D,D
695,oli,V,V,V
696,ta,P,P,P
697,tundnud,V,V,V
698,külmavärinaid,S,S,S
699,",",Z,Z,Z
700,kuid,J,J,J
701,sergei,S,S,S
702,kuube,S,S,S
703,ta,P,P,P
704,endale,P,P,P
705,peale,K,K,K
706,ei,V,V,V
707,tõmmanud,V,V,V
708,",",Z,Z,Z
709,õhukesed,A,A,A
710,vangihilbud,S,S,S
711,ei,V,V,V
712,anna,V,V,V
713,sooja,A,A,S
714,",",Z,Z,Z
715,olgu,V,V,V
716,neid,P,P,P
717,kui,J,J,J
718,palju,D,D,D
719,tahes,D,D,D
720,ülestikku,S,S,V
721,.,Z,Z,Z
722,juba,D,D,D
723,kaks,N,N,N
724,ööpäeva,S,S,S
725,polnud,V,V,V
726,ta,P,P,P
727,iva,S,S,S
728,hamba,S,S,S
729,alla,K,K,K
730,saanud,V,V,V
731,",",Z,Z,Z
732,näljast,S,S,S
733,kurnatud,A,A,A
734,inimene,S,S,S
735,ei,V,V,V
736,pea,V,V,V
737,kaua,D,D,D
738,pakasele,S,S,P
739,vastu,K,K,K
740,.,Z,Z,Z
741,pakast,S,S,S
742,muidugi,D,D,D
743,ei,V,V,V
744,olnud,V,V,V
745,",",Z,Z,Z
746,vahest,D,D,D
747,ainult,D,D,D
748,viis-kuus,N,N,N
749,pügalat,S,S,S
750,alla,K,D,K
751,nulli,N,N,N
752,",",Z,Z,Z
753,kuid,J,J,J
754,talle,P,P,P
755,",",Z,Z,Z
756,kes,P,P,P
757,ta,P,P,P
758,polnud,V,V,V
759,hoopiski,D,D,D
760,külmakartlik,S,S,A
761,inimene,S,S,S
762,",",Z,Z,Z
763,oli,V,V,V
764,tundunud,V,V,V
765,tol,P,P,P
766,õudsel,S,S,A
767,hommikul,S,S,S
768,niisugunegi,S,S,K
769,külm,A,A,A
770,pakasena,S,S,S
771,.,Z,Z,Z
772,ta,P,P,P
773,oli,V,V,V
774,end,P,P,P
775,liikuma,V,V,V
776,sundinud,S,S,S
777,",",Z,Z,Z
778,ta,P,P,P
779,oli,V,V,V
780,suundunud,A,A,D
781,endiselt,D,D,D
782,raudteest,S,S,V
783,kaugemale,D,D,D
784,",",Z,Z,Z
785,valides,V,V,V
786,astumisel,S,S,S
787,kohti,S,S,S
788,",",Z,Z,Z
789,kust,D,D,D
790,lumi,S,S,S
791,oli,V,V,V
792,juba,D,D,D
793,ära,D,D,D
794,sulanud,V,V,V
795,",",Z,Z,Z
796,et,J,J,J
797,ei,V,V,V
798,jääks,V,V,V
799,jälgi,S,S,S
800,.,Z,Z,Z
801,seejuures,D,D,D
802,ta,P,P,P
803,imestas,V,V,V
804,",",Z,Z,Z
805,et,J,J,J
806,neid,P,P,P
807,taga,K,K,K
808,ei,V,V,V
809,aeta,S,S,S
810,.,Z,Z,Z
811,ta,P,P,P
812,ei,V,V,V
813,mõelnud,V,V,V
814,pikemalt,D,D,D
815,selle,P,P,P
816,üle,K,D,K
817,",",Z,Z,Z
818,kõik,P,P,P
819,ta,P,P,P
820,meeled,S,S,S
821,ja,J,J,J
822,mõtted,S,S,S
823,olid,V,V,V
824,keskendunud,A,A,Z
825,ühele,N,N,N
826,",",Z,Z,Z
827,kuidas,D,D,D
828,kiiremini,D,D,D
829,edasi,D,D,D
830,jõuda,V,V,V
831,",",Z,Z,Z
832,kust,D,D,D
833,saada,V,V,V
834,midagi,P,P,P
835,hamba,S,S,S
836,alla,K,K,K
837,ja,J,J,J
838,kust,D,D,D
839,hankida,V,V,V
840,midagi,P,P,P
841,soojemat,S,S,A
842,selga,S,S,S
843,.,Z,Z,Z
844,vangitriibulistes,S,S,P
845,ei,V,V,V
846,tohtinud,V,V,V
847,ta,P,P,P
848,ühegi,P,P,P
849,inimese,S,S,S
850,silma,S,S,S
851,alla,K,K,K
852,sattuda,V,V,V
853,",",Z,Z,Z
854,ka,D,D,D
855,lapse,S,S,S
856,pilgu,S,S,S
857,ette,D,K,D
858,mitte,D,D,D
859,",",Z,Z,Z
860,sest,J,J,J
861,maakohas,S,S,S
862,levivad,V,V,V
863,jutud,S,S,S
864,suust,S,S,S
865,suhu,S,S,S
866,kiiresti,D,D,D
867,.,Z,Z,Z
868,jope,S,S,P
869,oli,V,V,V
870,ta,P,P,P
871,varastanud,V,V,V
872,reelt,S,S,S
873,",",Z,Z,Z
874,mis,P,P,P
875,seisis,V,V,V
876,puuvirna,S,S,P
877,kõrval,K,K,K
878,väikesel,A,A,A
879,metsavaheteel,S,S,S
880,",",Z,Z,Z
881,kus,D,D,D
882,oli,V,V,V
883,veel,D,D,D
884,lund,S,S,S
885,.,Z,Z,Z
886,reele,S,S,P
887,oli,V,V,V
888,laotatud,A,A,A
889,madal,A,A,A
890,koorem,S,S,S
891,halge,S,S,K
892,",",Z,Z,Z
893,ju,D,D,D
894,läks,V,V,V
895,tee,V,V,V
896,pärastpoole,D,D,D
897,halvemaks,A,A,A
898,",",Z,Z,Z
899,võis,V,V,V
900,aga,J,J,J
901,ka,D,D,D
902,päris,D,D,D
903,paljas,A,A,A
904,olla,V,V,V
905,.,Z,Z,Z
906,ree,S,S,P
907,juures,K,K,K
908,ei,V,V,V
909,märganud,V,V,V
910,ta,P,P,P
911,ühtegi,P,P,P
912,hingelist,A,A,A
913,",",Z,Z,Z
914,hobune,S,S,S
915,ainult,D,D,D
916,",",Z,Z,Z
917,kellele,P,P,P
918,oli,V,V,V
919,heinamärss,S,S,D
920,ette,D,D,D
921,riputatud,V,V,V
922,.,Z,Z,Z
923,jope,S,S,P
924,taskust,S,S,S
925,leidis,V,V,V
926,ta,P,P,P
927,söödavat,V,V,V
928,",",Z,Z,Z
929,puhtasse,S,S,Y
930,linasesse,S,S,N
931,riidesse,S,S,S
932,oli,V,V,V
933,mähitud,V,V,V
934,kaks,N,N,N
935,kääru,S,S,A
936,leiba,S,S,S
937,",",Z,Z,Z
938,mille,P,P,P
939,vahel,K,K,K
940,oli,V,V,V
941,praetud,S,S,A
942,muna,S,S,S
943,.,Z,Z,Z
944,linane,S,S,Y
945,riidetükk,S,S,N
946,",",Z,Z,Z
947,millesse,P,P,P
948,leib,S,S,S
949,oli,V,V,V
950,mähitud,V,V,V
951,",",Z,Z,Z
952,oli,V,V,V
953,teda,P,P,P
954,mõtlema,V,V,V
955,pannud,V,V,V
956,",",Z,Z,Z
957,ta,P,P,P
958,jalgu,S,S,S
959,justkui,D,D,J
960,kammitsas,S,S,P
961,hoidnud,V,V,V
962,.,Z,Z,Z
963,ta,P,P,P
964,oli,V,V,V
965,puu,S,S,S
966,taha,K,K,K
967,tõmbunud,V,V,V
968,ja,J,J,J
969,ootama,V,V,V
970,jäänud,V,V,V
971,.,Z,Z,Z
972,mugis,S,S,P
973,leiba,S,S,S
974,",",Z,Z,Z
975,kuigi,J,J,J
976,oli,V,V,V
977,otsustanud,V,V,V
978,enne,K,K,D
979,selgusele,S,S,S
980,jõudmist,S,S,S
981,mitte,D,D,D
982,ühtki,P,P,P
983,pala,S,S,S
984,hammustada,S,S,K
985,",",Z,Z,Z
986,ent,J,J,J
987,ei,V,V,V
988,suutnud,V,V,V
989,ennast,P,P,P
990,tagasi,D,D,D
991,hoida,V,V,V
992,.,Z,Z,Z
993,mugis,S,S,P
994,leiba,S,S,S
995,ja,J,J,J
996,piilus,V,V,V
997,läbi,D,K,D
998,okste,S,S,S
999,.,Z,Z,Z
1000,ta,P,P,P
1001,polnud,V,V,V
1002,eksinud,V,V,V
1003,",",Z,Z,Z
1004,ta,P,P,P
1005,polnud,V,V,V
1006,kuube,S,S,S
1007,mitte,D,D,D
1008,mehe,S,S,S
1009,",",Z,Z,Z
1010,vaid,J,J,J
1011,naise,S,S,S
1012,tagant,K,K,K
1013,varastanud,V,V,V
1014,",",Z,Z,Z
1015,kuigi,J,J,J
1016,kuub,S,S,S
1017,",",Z,Z,Z
1018,see,P,P,P
1019,tähendab,V,V,V
1020,",",Z,Z,Z
1021,maavillasest,S,S,T
1022,riidest,S,S,T
1023,vateeritud,S,S,T
1024,jopp,S,S,T
1025,",",Z,Z,Z
1026,oli,V,V,V
1027,mehe,S,S,S
1028,oma,P,P,P
1029,.,Z,Z,Z
1030,keskealine,A,A,A
1031,naine,S,S,S
1032,",",Z,Z,Z
1033,kellel,P,P,P
1034,oli,V,V,V
1035,seljas,S,S,S
1036,allakeeratud,S,S,A
1037,kraega,S,S,S
1038,paks,A,A,A
1039,kampsun,S,S,S
1040,",",Z,Z,Z
1041,mis,P,P,P
1042,paistis,V,V,V
1043,niisamuti,D,D,D
1044,meeste,S,S,S
1045,rõivatükk,S,S,K
1046,olevat,V,V,V
1047,",",Z,Z,Z
1048,otsis,V,V,V
1049,hoolikalt,D,D,D
1050,oma,P,P,P
1051,ihukatet,S,S,V
1052,",",Z,Z,Z
1053,vaatas,V,V,V
1054,nii,D,D,D
1055,ree,S,S,Z
1056,kui,J,J,J
1057,ka,D,D,D
1058,puuvirna,S,S,D
1059,taha,K,K,V
1060,",",Z,Z,Z
1061,uuris,V,V,V
1062,teraselt,D,D,D
1063,ümbrust,S,S,S
1064,",",Z,Z,Z
1065,ent,J,J,J
1066,joppi,S,S,T
1067,leidmata,S,S,T
1068,asus,V,V,T
1069,minekule,S,S,T
1070,.,Z,Z,Z
1071,siis,D,D,D
1072,oli,V,V,V
1073,ta,P,P,P
1074,metsast,S,S,S
1075,nähtavale,D,D,D
1076,ilmunud,V,A,A
1077,ja,J,J,J
1078,ettesirutatud,S,S,A
1079,käes,K,K,S
1080,kuube,S,S,S
1081,hoides,V,V,V
1082,naise,S,S,S
1083,poole,K,K,K
1084,tõtanud,S,S,N
1085,.,Z,Z,Z
1086,naine,S,S,S
1087,oli,V,V,V
1088,algul,D,D,D
1089,ehmunud,A,A,A
1090,",",Z,Z,Z
1091,end,P,P,P
1092,aga,J,J,J
1093,kiiresti,D,D,D
1094,kogunud,V,V,V
1095,ja,J,J,J
1096,ootama,V,V,V
1097,jäänud,V,V,V
1098,.,Z,Z,Z
1099,naise,S,S,S
1100,pilgust,S,S,S
1101,ja,J,J,J
1102,olekust,S,S,S
1103,oli,V,V,V
1104,ta,P,P,P
1105,aru,S,S,S
1106,saanud,V,V,V
1107,",",Z,Z,Z
1108,et,J,J,J
1109,naine,S,S,S
1110,taipas,V,V,V
1111,kõik,P,P,P
1112,.,Z,Z,Z
1113,et,J,J,J
1114,ta,P,P,P
1115,on,V,V,V
1116,ärakaranud,S,S,A
1117,vang,S,S,S
1118,.,Z,Z,Z
1119,ta,P,P,P
1120,oli,V,V,V
1121,kuue,N,N,N
1122,koormale,S,S,Z
1123,visanud,V,V,V
1124,",",Z,Z,Z
